"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","FDISTOCK","INWARD","PC_GDP","A","2014",49.270872981443,
"SVK","FDISTOCK","INWARD","PC_GDP","A","2015",52.588569268015,
"SVK","FDISTOCK","INWARD","PC_GDP","A","2016",53.01599909124,
"SVK","FDISTOCK","INWARD","PC_GDP","A","2017",58.30665589781,
"ESP","FDISTOCK","INWARD","PC_GDP","A","2013",,"N"
"ESP","FDISTOCK","INWARD","PC_GDP","A","2014",41.969951464104,
"ESP","FDISTOCK","INWARD","PC_GDP","A","2015",44.156725615024,
"ESP","FDISTOCK","INWARD","PC_GDP","A","2016",44.000430889781,
"ESP","FDISTOCK","INWARD","PC_GDP","A","2017",47.474932320211,
"SWE","FDISTOCK","INWARD","PC_GDP","A","2013",62.103143690575,
"SWE","FDISTOCK","INWARD","PC_GDP","A","2014",51.100221365425,
"SWE","FDISTOCK","INWARD","PC_GDP","A","2015",58.079191085085,
"SWE","FDISTOCK","INWARD","PC_GDP","A","2016",56.006132669235,
"SWE","FDISTOCK","INWARD","PC_GDP","A","2017",60.697803947992,
"CHE","FDISTOCK","INWARD","PC_GDP","A","2014",99.584594479814,
"CHE","FDISTOCK","INWARD","PC_GDP","A","2015",112.61889067865,
"CHE","FDISTOCK","INWARD","PC_GDP","A","2016",138.42053202391,
"CHE","FDISTOCK","INWARD","PC_GDP","A","2017",147.46386082759,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2005",14.223930074153,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2006",17.217403863749,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2007",22.961014960916,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2008",10.517021012978,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2009",22.312964762945,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2010",24.245708641586,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2011",16.408216576063,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2012",21.75388549281,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2013",15.972290205937,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2014",19.589031007063,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2015",18.385525280352,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2016",17.186365543039,
"TUR","FDISTOCK","INWARD","PC_GDP","A","2017",22.821805769677,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2005",31.211209209652,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2006",38.382333285582,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2007",36.467506769776,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2008",31.372145804601,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2009",42.859016521544,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2010",43.546150454644,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2011",43.929045816512,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2012",53.819120489161,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2013",54.934175199928,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2014",52.113167871759,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2015",52.846331953667,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2016",55.486728356012,
"GBR","FDISTOCK","INWARD","PC_GDP","A","2017",68.75963937268,
"USA","FDISTOCK","INWARD","PC_GDP","A","2005",21.521528707718,
"USA","FDISTOCK","INWARD","PC_GDP","A","2006",23.766452211507,
"USA","FDISTOCK","INWARD","PC_GDP","A","2007",24.529607218306,
"USA","FDISTOCK","INWARD","PC_GDP","A","2008",16.893244199747,
"USA","FDISTOCK","INWARD","PC_GDP","A","2009",20.774764006755,
"USA","FDISTOCK","INWARD","PC_GDP","A","2010",22.869606556159,
"USA","FDISTOCK","INWARD","PC_GDP","A","2011",22.546350588345,
"USA","FDISTOCK","INWARD","PC_GDP","A","2012",24.23857777842,
"USA","FDISTOCK","INWARD","PC_GDP","A","2013",29.646304766667,
"USA","FDISTOCK","INWARD","PC_GDP","A","2014",31.311742190222,
"USA","FDISTOCK","INWARD","PC_GDP","A","2015",31.628902702178,
"USA","FDISTOCK","INWARD","PC_GDP","A","2016",35.364169996738,
"USA","FDISTOCK","INWARD","PC_GDP","A","2017",40.453623827293,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2005",18.862767928973,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2006",25.547887463352,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2007",22.855853098013,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2008",20.576002257931,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2009",23.25042796485,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2010",20.068822666273,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2011",17.408954534703,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2012",16.976393927464,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2013",14.403341833574,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2014",15.821529702578,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2015",12.369763400151,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2016",12.996026578866,
"ARG","FDISTOCK","INWARD","PC_GDP","A","2017",11.959474573724,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2005",19.953819606211,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2006",19.232201607274,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2007",20.938229606554,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2008",15.362807465778,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2009",22.026623574389,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2010",28.989449249359,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2011",24.812199697832,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2012",26.943062433609,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2013",25.387579861271,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2014",24.490198423986,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2015",23.850856613983,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2016",31.433449033144,
"BRA","FDISTOCK","INWARD","PC_GDP","A","2017",30.316272410922,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2009",73.813207831718,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2010",72.005444398525,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2011",67.191819572432,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2012",75.053185581623,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2013",75.599184531218,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2014",84.624266584592,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2015",93.957170511472,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2016",98.602887499554,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2017",98.174695763529,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2005",20.628047545164,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2006",22.324016407867,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2007",19.809517481932,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2008",19.910342824569,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2009",25.729660673252,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2010",25.728473808267,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2011",25.181684989899,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2012",24.157460664925,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2013",24.265302141224,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2014",24.795118695747,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2015",24.36891555852,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2016",24.619246205392,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2017",24.149311288506,
"EST","FDISTOCK","INWARD","PC_GDP","A","2005",79.919857242247,
"EST","FDISTOCK","INWARD","PC_GDP","A","2006",71.406049979431,
"EST","FDISTOCK","INWARD","PC_GDP","A","2007",70.485479263243,
"EST","FDISTOCK","INWARD","PC_GDP","A","2008",63.932871907058,
"EST","FDISTOCK","INWARD","PC_GDP","A","2009",80.573970752197,
"EST","FDISTOCK","INWARD","PC_GDP","A","2010",79.737542209767,
"EST","FDISTOCK","INWARD","PC_GDP","A","2011",70.55936625598,
"EST","FDISTOCK","INWARD","PC_GDP","A","2012",82.166932243275,
"EST","FDISTOCK","INWARD","PC_GDP","A","2013",87.84811708824,
"EST","FDISTOCK","INWARD","PC_GDP","A","2014",78.791172666068,
"EST","FDISTOCK","INWARD","PC_GDP","A","2015",82.763006886669,
"EST","FDISTOCK","INWARD","PC_GDP","A","2016",82.307224463407,
"EST","FDISTOCK","INWARD","PC_GDP","A","2017",89.796452075722,
"IND","FDISTOCK","INWARD","PC_GDP","A","2005",6.0449360848787,
"IND","FDISTOCK","INWARD","PC_GDP","A","2006",7.4782634383044,
"IND","FDISTOCK","INWARD","PC_GDP","A","2007",8.772378904631,
"IND","FDISTOCK","INWARD","PC_GDP","A","2008",9.7577004949172,
"IND","FDISTOCK","INWARD","PC_GDP","A","2009",12.652680828233,
"IND","FDISTOCK","INWARD","PC_GDP","A","2010",12.034398815307,
"IND","FDISTOCK","INWARD","PC_GDP","A","2011",11.320192731749,
"IND","FDISTOCK","INWARD","PC_GDP","A","2012",12.310267301439,
"IND","FDISTOCK","INWARD","PC_GDP","A","2013",12.201554783944,
"IND","FDISTOCK","INWARD","PC_GDP","A","2014",13.036852045017,
"IND","FDISTOCK","INWARD","PC_GDP","A","2015",13.442661501756,
"IND","FDISTOCK","INWARD","PC_GDP","A","2016",14.014527902546,
"IND","FDISTOCK","INWARD","PC_GDP","A","2017",14.457139990165,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2010",21.286748064016,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2011",20.695452955763,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2012",23.057189259611,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2013",25.292373100064,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2014",24.414390061773,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2015",25.835966183356,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2016",26.80157445939,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2017",22.787151453563,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2005",21.635291581497,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2006",28.166873725097,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2007",27.463253373674,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2008",22.34121567182,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2009",27.116426664944,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2010",25.707121248228,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2011",24.775625876663,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2012",29.446267989978,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2013",29.541132812367,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2014",28.908618135215,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2015",33.052463001396,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2016",33.653862712479,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2017",36.556623802186,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2005",21.707327120616,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2006",24.750339996779,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2007",34.879230628233,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2008",11.900397706621,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2009",27.896896471312,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2010",28.263598844757,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2011",19.932261641166,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2012",19.825543182874,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2013",20.524569647911,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2014",14.054576662083,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2015",19.236744592365,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2016",30.698376970707,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2017",28.879369270342,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2007",17.676684693839,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2008",21.726853338367,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2009",34.511658062181,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2010",33.391788918228,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2011",27.822904953249,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2012",27.043335360576,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2013",27.844072521008,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2014",28.546130895522,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2015",34.244242827005,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2016",35.895420038128,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2017",33.816046413591,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2005",19.412731447273,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2006",22.372829582095,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2007",22.735914004117,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2008",21.525820054866,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2009",22.444405118194,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2010",22.216113237897,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2011",22.402634314493,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2012",26.323861699183,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2013",25.497913596102,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2014",24.817456535486,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2015",29.351458915396,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2016",30.579891714952,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2017",33.628636781133,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2005",37.511223359133,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2006",39.364732408436,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2007",44.029273785443,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2008",29.169398007663,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2009",46.885190249063,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2010",47.839395709492,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2011",38.276667440673,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2012",41.255823475143,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2013",41.490671125596,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2014",39.614808109461,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2015",39.918407834495,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2016",45.800398855665,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2017",44.745109244895,
"EU","FDISTOCK","INWARD","PC_GDP","A","2005",30.441937368441,
"EU","FDISTOCK","INWARD","PC_GDP","A","2006",36.422770594004,
"EU","FDISTOCK","INWARD","PC_GDP","A","2007",40.311902238141,
"EU","FDISTOCK","INWARD","PC_GDP","A","2008",32.963228621431,
"EU","FDISTOCK","INWARD","PC_GDP","A","2009",40.095294606607,
"EU","FDISTOCK","INWARD","PC_GDP","A","2010",40.375614321808,
"EU","FDISTOCK","INWARD","PC_GDP","A","2011",38.387685987406,
"EU","FDISTOCK","INWARD","PC_GDP","A","2012",44.418549169112,
"EU","FDISTOCK","INWARD","PC_GDP","A","2013",45.04661813137,
"EU","FDISTOCK","INWARD","PC_GDP","A","2014",45.707094807266,
"EU","FDISTOCK","INWARD","PC_GDP","A","2015",52.52100497133,
"EU","FDISTOCK","INWARD","PC_GDP","A","2016",52.049044356136,
"EU","FDISTOCK","INWARD","PC_GDP","A","2017",58.646330901792,
"G20","FDISTOCK","INWARD","PC_GDP","A","2005",19.535049801274,
"G20","FDISTOCK","INWARD","PC_GDP","A","2006",22.254131401399,
"G20","FDISTOCK","INWARD","PC_GDP","A","2007",24.095106715305,
"G20","FDISTOCK","INWARD","PC_GDP","A","2008",17.927870886568,
"G20","FDISTOCK","INWARD","PC_GDP","A","2009",23.356131324366,
"G20","FDISTOCK","INWARD","PC_GDP","A","2010",24.217374318894,
"G20","FDISTOCK","INWARD","PC_GDP","A","2011",22.698989640982,
"G20","FDISTOCK","INWARD","PC_GDP","A","2012",24.082960679019,
"G20","FDISTOCK","INWARD","PC_GDP","A","2013",26.08048028837,
"G20","FDISTOCK","INWARD","PC_GDP","A","2014",26.249468401213,
"G20","FDISTOCK","INWARD","PC_GDP","A","2015",27.106778248933,
"G20","FDISTOCK","INWARD","PC_GDP","A","2016",28.988489061351,
"G20","FDISTOCK","INWARD","PC_GDP","A","2017",31.526824582526,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2005",23.765377779322,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2006",27.492744924811,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2007",30.480483909268,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2008",23.119144741014,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2009",28.599301733672,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2010",29.267869485431,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2011",27.692077164981,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2012",30.677192161759,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2013",33.5171530277,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2014",34.907545828447,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2015",37.49799688456,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2016",39.105346758232,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2017",43.76592059103,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2005",28.999926041126,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2006",35.013956386779,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2007",35.569887327579,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2008",31.774188638264,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2009",44.43968975178,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2010",46.014233902778,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2011",42.545105862426,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2012",48.120589606543,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2013",52.747100255745,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2014",48.092570507602,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2015",54.656766495483,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2016",51.626553658343,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2017",57.880983533361,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2005",24.041367224833,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2006",27.664431307709,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2007",30.949942285212,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2008",23.968339087315,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2009",29.986561360514,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2010",30.679133074299,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2011",28.746571929126,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2012",31.19732035093,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2013",33.149437354539,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2014",34.119471084502,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2015",36.521365485446,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2016",38.43089119921,
"WLD","FDISTOCK","INWARD","PC_GDP","A","2017",41.618222067908,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2005",30.001717350575,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2006",35.353616305394,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2007",37.07350930959,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2008",26.705936292277,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2009",35.426656727495,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2010",36.097796686534,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2011",32.785459237572,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2012",37.242979020238,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2013",37.799832819321,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2014",31.869061245729,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2015",35.400892361462,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2016",34.317448619178,
"LTU","FDISTOCK","INWARD","PC_GDP","A","2017",37.67321040778,
